commodity,commodity_type,price,market,state,district,date
Masoor Dal,Pulses,104.75,Local Market,National Average,All,2025-05-13
Masoor Dal,Pulses,88.1,Wholesale Market,National Average,All,2025-05-13
Masoor Dal,Pulses,95.56,Government Market,National Average,All,2025-05-13
Masoor Dal,Pulses,107.96,Local Market,National Average,All,2025-05-12
Masoor Dal,Pulses,88.08,Wholesale Market,National Average,All,2025-05-12
Masoor Dal,Pulses,99.47,Government Market,National Average,All,2025-05-12
Masoor Dal,Pulses,110.92,Local Market,National Average,All,2025-05-11
Masoor Dal,Pulses,91.52,Wholesale Market,National Average,All,2025-05-11
Masoor Dal,Pulses,100.8,Government Market,National Average,All,2025-05-11
Masoor Dal,Pulses,112.12,Local Market,National Average,All,2025-05-10
Masoor Dal,Pulses,91.18,Wholesale Market,National Average,All,2025-05-10
Masoor Dal,Pulses,100.27,Government Market,National Average,All,2025-05-10
Masoor Dal,Pulses,110.92,Local Market,National Average,All,2025-05-09
Masoor Dal,Pulses,91.94,Wholesale Market,National Average,All,2025-05-09
Masoor Dal,Pulses,100.51,Government Market,National Average,All,2025-05-09
Masoor Dal,Pulses,110.52,Local Market,National Average,All,2025-05-08
Masoor Dal,Pulses,92.61,Wholesale Market,National Average,All,2025-05-08
Masoor Dal,Pulses,102.13,Government Market,National Average,All,2025-05-08
Masoor Dal,Pulses,119.7,Local Market,National Average,All,2025-05-07
Masoor Dal,Pulses,96.86,Wholesale Market,National Average,All,2025-05-07
Masoor Dal,Pulses,106.55,Government Market,National Average,All,2025-05-07
Masoor Dal,Pulses,112.56,Local Market,National Average,All,2025-05-06
Masoor Dal,Pulses,92.66,Wholesale Market,National Average,All,2025-05-06
Masoor Dal,Pulses,100.95,Government Market,National Average,All,2025-05-06
Masoor Dal,Pulses,115.73,Local Market,National Average,All,2025-05-05
Masoor Dal,Pulses,95.32,Wholesale Market,National Average,All,2025-05-05
Masoor Dal,Pulses,102.89,Government Market,National Average,All,2025-05-05
Masoor Dal,Pulses,113.51,Local Market,National Average,All,2025-05-04
Masoor Dal,Pulses,95.39,Wholesale Market,National Average,All,2025-05-04
Masoor Dal,Pulses,101.97,Government Market,National Average,All,2025-05-04
Masoor Dal,Pulses,116.18,Local Market,National Average,All,2025-05-03
Masoor Dal,Pulses,95.84,Wholesale Market,National Average,All,2025-05-03
Masoor Dal,Pulses,105.9,Government Market,National Average,All,2025-05-03
Masoor Dal,Pulses,106.66,Local Market,National Average,All,2025-05-02
Masoor Dal,Pulses,89.4,Wholesale Market,National Average,All,2025-05-02
Masoor Dal,Pulses,99.08,Government Market,National Average,All,2025-05-02
Masoor Dal,Pulses,111.14,Local Market,National Average,All,2025-05-01
Masoor Dal,Pulses,91.94,Wholesale Market,National Average,All,2025-05-01
Masoor Dal,Pulses,102.48,Government Market,National Average,All,2025-05-01
Masoor Dal,Pulses,107.62,Local Market,National Average,All,2025-04-30
Masoor Dal,Pulses,87.83,Wholesale Market,National Average,All,2025-04-30
Masoor Dal,Pulses,97.7,Government Market,National Average,All,2025-04-30
Masoor Dal,Pulses,103.02,Local Market,National Average,All,2025-04-29
Masoor Dal,Pulses,83.94,Wholesale Market,National Average,All,2025-04-29
Masoor Dal,Pulses,93.48,Government Market,National Average,All,2025-04-29
Masoor Dal,Pulses,101.94,Local Market,National Average,All,2025-04-28
Masoor Dal,Pulses,83.12,Wholesale Market,National Average,All,2025-04-28
Masoor Dal,Pulses,92.32,Government Market,National Average,All,2025-04-28
Masoor Dal,Pulses,100.34,Local Market,National Average,All,2025-04-27
Masoor Dal,Pulses,82.23,Wholesale Market,National Average,All,2025-04-27
Masoor Dal,Pulses,89.96,Government Market,National Average,All,2025-04-27
Masoor Dal,Pulses,98.86,Local Market,National Average,All,2025-04-26
Masoor Dal,Pulses,80.74,Wholesale Market,National Average,All,2025-04-26
Masoor Dal,Pulses,90.99,Government Market,National Average,All,2025-04-26
Masoor Dal,Pulses,101.45,Local Market,National Average,All,2025-04-25
Masoor Dal,Pulses,84.55,Wholesale Market,National Average,All,2025-04-25
Masoor Dal,Pulses,92.69,Government Market,National Average,All,2025-04-25
Masoor Dal,Pulses,98.94,Local Market,National Average,All,2025-04-24
Masoor Dal,Pulses,81.86,Wholesale Market,National Average,All,2025-04-24
Masoor Dal,Pulses,89.59,Government Market,National Average,All,2025-04-24
Masoor Dal,Pulses,93.33,Local Market,National Average,All,2025-04-23
Masoor Dal,Pulses,77.17,Wholesale Market,National Average,All,2025-04-23
Masoor Dal,Pulses,84.96,Government Market,National Average,All,2025-04-23
Masoor Dal,Pulses,96.84,Local Market,National Average,All,2025-04-22
Masoor Dal,Pulses,78.96,Wholesale Market,National Average,All,2025-04-22
Masoor Dal,Pulses,88.64,Government Market,National Average,All,2025-04-22
Masoor Dal,Pulses,86.87,Local Market,National Average,All,2025-04-21
Masoor Dal,Pulses,71.76,Wholesale Market,National Average,All,2025-04-21
Masoor Dal,Pulses,79.74,Government Market,National Average,All,2025-04-21
Masoor Dal,Pulses,97.85,Local Market,National Average,All,2025-04-20
Masoor Dal,Pulses,78.12,Wholesale Market,National Average,All,2025-04-20
Masoor Dal,Pulses,88.58,Government Market,National Average,All,2025-04-20
Masoor Dal,Pulses,93.13,Local Market,National Average,All,2025-04-19
Masoor Dal,Pulses,77.06,Wholesale Market,National Average,All,2025-04-19
Masoor Dal,Pulses,86.11,Government Market,National Average,All,2025-04-19
Masoor Dal,Pulses,95.98,Local Market,National Average,All,2025-04-18
Masoor Dal,Pulses,78.17,Wholesale Market,National Average,All,2025-04-18
Masoor Dal,Pulses,88.13,Government Market,National Average,All,2025-04-18
Masoor Dal,Pulses,95.99,Local Market,National Average,All,2025-04-17
Masoor Dal,Pulses,78.19,Wholesale Market,National Average,All,2025-04-17
Masoor Dal,Pulses,87.31,Government Market,National Average,All,2025-04-17
Masoor Dal,Pulses,104.14,Local Market,National Average,All,2025-04-16
Masoor Dal,Pulses,82.55,Wholesale Market,National Average,All,2025-04-16
Masoor Dal,Pulses,94.24,Government Market,National Average,All,2025-04-16
Masoor Dal,Pulses,101.7,Local Market,National Average,All,2025-04-15
Masoor Dal,Pulses,83.63,Wholesale Market,National Average,All,2025-04-15
Masoor Dal,Pulses,91.4,Government Market,National Average,All,2025-04-15
Masoor Dal,Pulses,106.73,Local Market,National Average,All,2025-04-14
Masoor Dal,Pulses,85.86,Wholesale Market,National Average,All,2025-04-14
Masoor Dal,Pulses,96.61,Government Market,National Average,All,2025-04-14
Urad Dal,Pulses,115.36,Local Market,National Average,All,2025-06-12
Urad Dal,Pulses,96.24,Wholesale Market,National Average,All,2025-06-12
Urad Dal,Pulses,105.84,Government Market,National Average,All,2025-06-12
Urad Dal,Pulses,117.76,Local Market,National Average,All,2025-06-11
Urad Dal,Pulses,94.94,Wholesale Market,National Average,All,2025-06-11
Urad Dal,Pulses,104.55,Government Market,National Average,All,2025-06-11
Urad Dal,Pulses,122.54,Local Market,National Average,All,2025-06-10
Urad Dal,Pulses,99.93,Wholesale Market,National Average,All,2025-06-10
Urad Dal,Pulses,113.79,Government Market,National Average,All,2025-06-10
Urad Dal,Pulses,118.29,Local Market,National Average,All,2025-06-09
Urad Dal,Pulses,98.54,Wholesale Market,National Average,All,2025-06-09
Urad Dal,Pulses,109.03,Government Market,National Average,All,2025-06-09
Urad Dal,Pulses,130.12,Local Market,National Average,All,2025-06-08
Urad Dal,Pulses,103.48,Wholesale Market,National Average,All,2025-06-08
Urad Dal,Pulses,116.0,Government Market,National Average,All,2025-06-08
Urad Dal,Pulses,120.45,Local Market,National Average,All,2025-06-07
Urad Dal,Pulses,100.49,Wholesale Market,National Average,All,2025-06-07
Urad Dal,Pulses,110.7,Government Market,National Average,All,2025-06-07
Urad Dal,Pulses,128.87,Local Market,National Average,All,2025-06-06
Urad Dal,Pulses,104.76,Wholesale Market,National Average,All,2025-06-06
Urad Dal,Pulses,116.65,Government Market,National Average,All,2025-06-06
Urad Dal,Pulses,126.82,Local Market,National Average,All,2025-06-05
Urad Dal,Pulses,104.59,Wholesale Market,National Average,All,2025-06-05
Urad Dal,Pulses,116.67,Government Market,National Average,All,2025-06-05
Urad Dal,Pulses,129.56,Local Market,National Average,All,2025-06-04
Urad Dal,Pulses,106.62,Wholesale Market,National Average,All,2025-06-04
Urad Dal,Pulses,118.4,Government Market,National Average,All,2025-06-04
Urad Dal,Pulses,122.21,Local Market,National Average,All,2025-06-03
Urad Dal,Pulses,99.41,Wholesale Market,National Average,All,2025-06-03
Urad Dal,Pulses,110.38,Government Market,National Average,All,2025-06-03
Urad Dal,Pulses,124.35,Local Market,National Average,All,2025-06-02
Urad Dal,Pulses,102.68,Wholesale Market,National Average,All,2025-06-02
Urad Dal,Pulses,112.65,Government Market,National Average,All,2025-06-02
Urad Dal,Pulses,125.67,Local Market,National Average,All,2025-06-01
Urad Dal,Pulses,104.94,Wholesale Market,National Average,All,2025-06-01
Urad Dal,Pulses,114.0,Government Market,National Average,All,2025-06-01
Urad Dal,Pulses,115.32,Local Market,National Average,All,2025-05-31
Urad Dal,Pulses,94.73,Wholesale Market,National Average,All,2025-05-31
Urad Dal,Pulses,105.7,Government Market,National Average,All,2025-05-31
Urad Dal,Pulses,116.34,Local Market,National Average,All,2025-05-30
Urad Dal,Pulses,94.96,Wholesale Market,National Average,All,2025-05-30
Urad Dal,Pulses,105.05,Government Market,National Average,All,2025-05-30
Urad Dal,Pulses,114.76,Local Market,National Average,All,2025-05-29
Urad Dal,Pulses,93.3,Wholesale Market,National Average,All,2025-05-29
Urad Dal,Pulses,104.68,Government Market,National Average,All,2025-05-29
Urad Dal,Pulses,114.47,Local Market,National Average,All,2025-05-28
Urad Dal,Pulses,92.71,Wholesale Market,National Average,All,2025-05-28
Urad Dal,Pulses,105.22,Government Market,National Average,All,2025-05-28
Urad Dal,Pulses,115.42,Local Market,National Average,All,2025-05-27
Urad Dal,Pulses,94.52,Wholesale Market,National Average,All,2025-05-27
Urad Dal,Pulses,106.03,Government Market,National Average,All,2025-05-27
Urad Dal,Pulses,108.07,Local Market,National Average,All,2025-05-26
Urad Dal,Pulses,86.86,Wholesale Market,National Average,All,2025-05-26
Urad Dal,Pulses,96.41,Government Market,National Average,All,2025-05-26
Urad Dal,Pulses,103.91,Local Market,National Average,All,2025-05-25
Urad Dal,Pulses,86.21,Wholesale Market,National Average,All,2025-05-25
Urad Dal,Pulses,95.65,Government Market,National Average,All,2025-05-25
Urad Dal,Pulses,106.34,Local Market,National Average,All,2025-05-24
Urad Dal,Pulses,87.46,Wholesale Market,National Average,All,2025-05-24
Urad Dal,Pulses,98.18,Government Market,National Average,All,2025-05-24
Urad Dal,Pulses,104.11,Local Market,National Average,All,2025-05-23
Urad Dal,Pulses,86.16,Wholesale Market,National Average,All,2025-05-23
Urad Dal,Pulses,94.32,Government Market,National Average,All,2025-05-23
Urad Dal,Pulses,106.11,Local Market,National Average,All,2025-05-22
Urad Dal,Pulses,87.57,Wholesale Market,National Average,All,2025-05-22
Urad Dal,Pulses,95.23,Government Market,National Average,All,2025-05-22
Urad Dal,Pulses,105.75,Local Market,National Average,All,2025-05-21
Urad Dal,Pulses,88.31,Wholesale Market,National Average,All,2025-05-21
Urad Dal,Pulses,97.69,Government Market,National Average,All,2025-05-21
Urad Dal,Pulses,104.66,Local Market,National Average,All,2025-05-20
Urad Dal,Pulses,87.03,Wholesale Market,National Average,All,2025-05-20
Urad Dal,Pulses,95.5,Government Market,National Average,All,2025-05-20
Urad Dal,Pulses,103.96,Local Market,National Average,All,2025-05-19
Urad Dal,Pulses,86.18,Wholesale Market,National Average,All,2025-05-19
Urad Dal,Pulses,94.42,Government Market,National Average,All,2025-05-19
Urad Dal,Pulses,110.94,Local Market,National Average,All,2025-05-18
Urad Dal,Pulses,89.54,Wholesale Market,National Average,All,2025-05-18
Urad Dal,Pulses,98.33,Government Market,National Average,All,2025-05-18
Urad Dal,Pulses,110.81,Local Market,National Average,All,2025-05-17
Urad Dal,Pulses,87.75,Wholesale Market,National Average,All,2025-05-17
Urad Dal,Pulses,99.02,Government Market,National Average,All,2025-05-17
Urad Dal,Pulses,105.52,Local Market,National Average,All,2025-05-16
Urad Dal,Pulses,85.96,Wholesale Market,National Average,All,2025-05-16
Urad Dal,Pulses,94.94,Government Market,National Average,All,2025-05-16
Urad Dal,Pulses,111.99,Local Market,National Average,All,2025-05-15
Urad Dal,Pulses,91.63,Wholesale Market,National Average,All,2025-05-15
Urad Dal,Pulses,100.7,Government Market,National Average,All,2025-05-15
Urad Dal,Pulses,110.16,Local Market,National Average,All,2025-05-14
Urad Dal,Pulses,90.88,Wholesale Market,National Average,All,2025-05-14
Urad Dal,Pulses,100.17,Government Market,National Average,All,2025-05-14
Urad Dal,Pulses,119.14,Local Market,National Average,All,2025-05-13
Urad Dal,Pulses,96.88,Wholesale Market,National Average,All,2025-05-13
Urad Dal,Pulses,109.43,Government Market,National Average,All,2025-05-13
Urad Dal,Pulses,113.11,Local Market,National Average,All,2025-05-12
Urad Dal,Pulses,91.64,Wholesale Market,National Average,All,2025-05-12
Urad Dal,Pulses,102.5,Government Market,National Average,All,2025-05-12
Urad Dal,Pulses,121.27,Local Market,National Average,All,2025-05-11
Urad Dal,Pulses,100.91,Wholesale Market,National Average,All,2025-05-11
Urad Dal,Pulses,111.69,Government Market,National Average,All,2025-05-11
Urad Dal,Pulses,125.64,Local Market,National Average,All,2025-05-10
Urad Dal,Pulses,101.96,Wholesale Market,National Average,All,2025-05-10
Urad Dal,Pulses,114.1,Government Market,National Average,All,2025-05-10
Urad Dal,Pulses,122.97,Local Market,National Average,All,2025-05-09
Urad Dal,Pulses,99.96,Wholesale Market,National Average,All,2025-05-09
Urad Dal,Pulses,111.3,Government Market,National Average,All,2025-05-09
Urad Dal,Pulses,124.6,Local Market,National Average,All,2025-05-08
Urad Dal,Pulses,104.37,Wholesale Market,National Average,All,2025-05-08
Urad Dal,Pulses,116.02,Government Market,National Average,All,2025-05-08
Urad Dal,Pulses,127.72,Local Market,National Average,All,2025-05-07
Urad Dal,Pulses,106.02,Wholesale Market,National Average,All,2025-05-07
Urad Dal,Pulses,115.57,Government Market,National Average,All,2025-05-07
Urad Dal,Pulses,124.67,Local Market,National Average,All,2025-05-06
Urad Dal,Pulses,101.4,Wholesale Market,National Average,All,2025-05-06
Urad Dal,Pulses,113.58,Government Market,National Average,All,2025-05-06
Urad Dal,Pulses,125.98,Local Market,National Average,All,2025-05-05
Urad Dal,Pulses,103.92,Wholesale Market,National Average,All,2025-05-05
Urad Dal,Pulses,113.6,Government Market,National Average,All,2025-05-05
Urad Dal,Pulses,128.28,Local Market,National Average,All,2025-05-04
Urad Dal,Pulses,104.06,Wholesale Market,National Average,All,2025-05-04
Urad Dal,Pulses,116.89,Government Market,National Average,All,2025-05-04
Urad Dal,Pulses,125.32,Local Market,National Average,All,2025-05-03
Urad Dal,Pulses,102.37,Wholesale Market,National Average,All,2025-05-03
Urad Dal,Pulses,114.0,Government Market,National Average,All,2025-05-03
Urad Dal,Pulses,122.94,Local Market,National Average,All,2025-05-02
Urad Dal,Pulses,100.14,Wholesale Market,National Average,All,2025-05-02
Urad Dal,Pulses,111.23,Government Market,National Average,All,2025-05-02
Urad Dal,Pulses,123.12,Local Market,National Average,All,2025-05-01
Urad Dal,Pulses,100.67,Wholesale Market,National Average,All,2025-05-01
Urad Dal,Pulses,108.84,Government Market,National Average,All,2025-05-01
Urad Dal,Pulses,122.42,Local Market,National Average,All,2025-04-30
Urad Dal,Pulses,101.81,Wholesale Market,National Average,All,2025-04-30
Urad Dal,Pulses,109.86,Government Market,National Average,All,2025-04-30
Urad Dal,Pulses,114.65,Local Market,National Average,All,2025-04-29
Urad Dal,Pulses,91.91,Wholesale Market,National Average,All,2025-04-29
Urad Dal,Pulses,101.51,Government Market,National Average,All,2025-04-29
Urad Dal,Pulses,110.55,Local Market,National Average,All,2025-04-28
Urad Dal,Pulses,89.19,Wholesale Market,National Average,All,2025-04-28
Urad Dal,Pulses,99.1,Government Market,National Average,All,2025-04-28
Urad Dal,Pulses,112.6,Local Market,National Average,All,2025-04-27
Urad Dal,Pulses,92.32,Wholesale Market,National Average,All,2025-04-27
Urad Dal,Pulses,101.12,Government Market,National Average,All,2025-04-27
Urad Dal,Pulses,110.34,Local Market,National Average,All,2025-04-26
Urad Dal,Pulses,89.38,Wholesale Market,National Average,All,2025-04-26
Urad Dal,Pulses,100.2,Government Market,National Average,All,2025-04-26
Urad Dal,Pulses,106.01,Local Market,National Average,All,2025-04-25
Urad Dal,Pulses,87.13,Wholesale Market,National Average,All,2025-04-25
Urad Dal,Pulses,97.9,Government Market,National Average,All,2025-04-25
Urad Dal,Pulses,106.43,Local Market,National Average,All,2025-04-24
Urad Dal,Pulses,88.2,Wholesale Market,National Average,All,2025-04-24
Urad Dal,Pulses,95.25,Government Market,National Average,All,2025-04-24
Urad Dal,Pulses,105.42,Local Market,National Average,All,2025-04-23
Urad Dal,Pulses,83.24,Wholesale Market,National Average,All,2025-04-23
Urad Dal,Pulses,91.43,Government Market,National Average,All,2025-04-23
Urad Dal,Pulses,110.95,Local Market,National Average,All,2025-04-22
Urad Dal,Pulses,89.87,Wholesale Market,National Average,All,2025-04-22
Urad Dal,Pulses,98.06,Government Market,National Average,All,2025-04-22
Urad Dal,Pulses,104.6,Local Market,National Average,All,2025-04-21
Urad Dal,Pulses,83.9,Wholesale Market,National Average,All,2025-04-21
Urad Dal,Pulses,94.2,Government Market,National Average,All,2025-04-21
Urad Dal,Pulses,103.88,Local Market,National Average,All,2025-04-20
Urad Dal,Pulses,84.74,Wholesale Market,National Average,All,2025-04-20
Urad Dal,Pulses,92.16,Government Market,National Average,All,2025-04-20
Urad Dal,Pulses,106.36,Local Market,National Average,All,2025-04-19
Urad Dal,Pulses,86.14,Wholesale Market,National Average,All,2025-04-19
Urad Dal,Pulses,96.38,Government Market,National Average,All,2025-04-19
Urad Dal,Pulses,105.85,Local Market,National Average,All,2025-04-18
Urad Dal,Pulses,84.92,Wholesale Market,National Average,All,2025-04-18
Urad Dal,Pulses,93.38,Government Market,National Average,All,2025-04-18
Urad Dal,Pulses,108.22,Local Market,National Average,All,2025-04-17
Urad Dal,Pulses,90.29,Wholesale Market,National Average,All,2025-04-17
Urad Dal,Pulses,101.16,Government Market,National Average,All,2025-04-17
Urad Dal,Pulses,110.26,Local Market,National Average,All,2025-04-16
Urad Dal,Pulses,89.24,Wholesale Market,National Average,All,2025-04-16
Urad Dal,Pulses,100.89,Government Market,National Average,All,2025-04-16
Urad Dal,Pulses,113.19,Local Market,National Average,All,2025-04-15
Urad Dal,Pulses,90.06,Wholesale Market,National Average,All,2025-04-15
Urad Dal,Pulses,101.32,Government Market,National Average,All,2025-04-15
Urad Dal,Pulses,118.96,Local Market,National Average,All,2025-04-14
Urad Dal,Pulses,96.08,Wholesale Market,National Average,All,2025-04-14
Urad Dal,Pulses,108.03,Government Market,National Average,All,2025-04-14
Rajma,Pulses,149.83,Local Market,National Average,All,2025-06-12
Rajma,Pulses,119.43,Wholesale Market,National Average,All,2025-06-12
Rajma,Pulses,137.4,Government Market,National Average,All,2025-06-12
Rajma,Pulses,145.39,Local Market,National Average,All,2025-06-11
Rajma,Pulses,118.04,Wholesale Market,National Average,All,2025-06-11
Rajma,Pulses,133.4,Government Market,National Average,All,2025-06-11
Rajma,Pulses,148.01,Local Market,National Average,All,2025-06-10
Rajma,Pulses,123.0,Wholesale Market,National Average,All,2025-06-10
Rajma,Pulses,134.64,Government Market,National Average,All,2025-06-10
Rajma,Pulses,156.79,Local Market,National Average,All,2025-06-09
Rajma,Pulses,127.88,Wholesale Market,National Average,All,2025-06-09
Rajma,Pulses,142.53,Government Market,National Average,All,2025-06-09
Rajma,Pulses,151.83,Local Market,National Average,All,2025-06-08
Rajma,Pulses,123.56,Wholesale Market,National Average,All,2025-06-08
Rajma,Pulses,136.09,Government Market,National Average,All,2025-06-08
Rajma,Pulses,159.43,Local Market,National Average,All,2025-06-07
Rajma,Pulses,128.62,Wholesale Market,National Average,All,2025-06-07
Rajma,Pulses,145.44,Government Market,National Average,All,2025-06-07
Rajma,Pulses,158.19,Local Market,National Average,All,2025-06-06
Rajma,Pulses,129.24,Wholesale Market,National Average,All,2025-06-06
Rajma,Pulses,139.24,Government Market,National Average,All,2025-06-06
Rajma,Pulses,159.3,Local Market,National Average,All,2025-06-05
Rajma,Pulses,128.77,Wholesale Market,National Average,All,2025-06-05
Rajma,Pulses,141.57,Government Market,National Average,All,2025-06-05
Rajma,Pulses,150.9,Local Market,National Average,All,2025-06-04
Rajma,Pulses,123.47,Wholesale Market,National Average,All,2025-06-04
Rajma,Pulses,137.16,Government Market,National Average,All,2025-06-04
Rajma,Pulses,157.18,Local Market,National Average,All,2025-06-03
Rajma,Pulses,126.51,Wholesale Market,National Average,All,2025-06-03
Rajma,Pulses,142.17,Government Market,National Average,All,2025-06-03
Rajma,Pulses,157.14,Local Market,National Average,All,2025-06-02
Rajma,Pulses,124.11,Wholesale Market,National Average,All,2025-06-02
Rajma,Pulses,137.1,Government Market,National Average,All,2025-06-02
Rajma,Pulses,148.05,Local Market,National Average,All,2025-06-01
Rajma,Pulses,119.9,Wholesale Market,National Average,All,2025-06-01
Rajma,Pulses,134.96,Government Market,National Average,All,2025-06-01
Rajma,Pulses,139.5,Local Market,National Average,All,2025-05-31
Rajma,Pulses,114.77,Wholesale Market,National Average,All,2025-05-31
Rajma,Pulses,129.1,Government Market,National Average,All,2025-05-31
Rajma,Pulses,144.34,Local Market,National Average,All,2025-05-30
Rajma,Pulses,121.18,Wholesale Market,National Average,All,2025-05-30
Rajma,Pulses,133.52,Government Market,National Average,All,2025-05-30
Rajma,Pulses,136.32,Local Market,National Average,All,2025-05-29
Rajma,Pulses,114.08,Wholesale Market,National Average,All,2025-05-29
Rajma,Pulses,126.76,Government Market,National Average,All,2025-05-29
Rajma,Pulses,139.66,Local Market,National Average,All,2025-05-28
Rajma,Pulses,111.85,Wholesale Market,National Average,All,2025-05-28
Rajma,Pulses,125.61,Government Market,National Average,All,2025-05-28
Rajma,Pulses,131.6,Local Market,National Average,All,2025-05-27
Rajma,Pulses,107.04,Wholesale Market,National Average,All,2025-05-27
Rajma,Pulses,119.3,Government Market,National Average,All,2025-05-27
Rajma,Pulses,131.05,Local Market,National Average,All,2025-05-26
Rajma,Pulses,106.23,Wholesale Market,National Average,All,2025-05-26
Rajma,Pulses,118.27,Government Market,National Average,All,2025-05-26
Rajma,Pulses,125.26,Local Market,National Average,All,2025-05-25
Rajma,Pulses,103.45,Wholesale Market,National Average,All,2025-05-25
Rajma,Pulses,115.52,Government Market,National Average,All,2025-05-25
Rajma,Pulses,127.49,Local Market,National Average,All,2025-05-24
Rajma,Pulses,105.36,Wholesale Market,National Average,All,2025-05-24
Rajma,Pulses,114.42,Government Market,National Average,All,2025-05-24
Rajma,Pulses,118.87,Local Market,National Average,All,2025-05-23
Rajma,Pulses,98.21,Wholesale Market,National Average,All,2025-05-23
Rajma,Pulses,108.12,Government Market,National Average,All,2025-05-23
Rajma,Pulses,122.19,Local Market,National Average,All,2025-05-22
Rajma,Pulses,104.39,Wholesale Market,National Average,All,2025-05-22
Rajma,Pulses,112.93,Government Market,National Average,All,2025-05-22
Rajma,Pulses,122.79,Local Market,National Average,All,2025-05-21
Rajma,Pulses,99.13,Wholesale Market,National Average,All,2025-05-21
Rajma,Pulses,112.34,Government Market,National Average,All,2025-05-21
Rajma,Pulses,118.4,Local Market,National Average,All,2025-05-20
Rajma,Pulses,96.65,Wholesale Market,National Average,All,2025-05-20
Rajma,Pulses,106.85,Government Market,National Average,All,2025-05-20
Rajma,Pulses,119.83,Local Market,National Average,All,2025-05-19
Rajma,Pulses,97.97,Wholesale Market,National Average,All,2025-05-19
Rajma,Pulses,108.7,Government Market,National Average,All,2025-05-19
Rajma,Pulses,118.12,Local Market,National Average,All,2025-05-18
Rajma,Pulses,95.88,Wholesale Market,National Average,All,2025-05-18
Rajma,Pulses,106.77,Government Market,National Average,All,2025-05-18
Rajma,Pulses,124.79,Local Market,National Average,All,2025-05-17
Rajma,Pulses,101.3,Wholesale Market,National Average,All,2025-05-17
Rajma,Pulses,112.59,Government Market,National Average,All,2025-05-17
Rajma,Pulses,127.5,Local Market,National Average,All,2025-05-16
Rajma,Pulses,106.88,Wholesale Market,National Average,All,2025-05-16
Rajma,Pulses,115.72,Government Market,National Average,All,2025-05-16
Rajma,Pulses,130.87,Local Market,National Average,All,2025-05-15
Rajma,Pulses,109.13,Wholesale Market,National Average,All,2025-05-15
Rajma,Pulses,120.3,Government Market,National Average,All,2025-05-15
Rajma,Pulses,138.06,Local Market,National Average,All,2025-05-14
Rajma,Pulses,111.93,Wholesale Market,National Average,All,2025-05-14
Rajma,Pulses,124.08,Government Market,National Average,All,2025-05-14
Rajma,Pulses,128.55,Local Market,National Average,All,2025-05-13
Rajma,Pulses,107.94,Wholesale Market,National Average,All,2025-05-13
Rajma,Pulses,121.7,Government Market,National Average,All,2025-05-13
Rajma,Pulses,135.86,Local Market,National Average,All,2025-05-12
Rajma,Pulses,112.18,Wholesale Market,National Average,All,2025-05-12
Rajma,Pulses,124.26,Government Market,National Average,All,2025-05-12
Rajma,Pulses,140.25,Local Market,National Average,All,2025-05-11
Rajma,Pulses,117.56,Wholesale Market,National Average,All,2025-05-11
Rajma,Pulses,129.23,Government Market,National Average,All,2025-05-11
Rajma,Pulses,140.74,Local Market,National Average,All,2025-05-10
Rajma,Pulses,113.86,Wholesale Market,National Average,All,2025-05-10
Rajma,Pulses,127.56,Government Market,National Average,All,2025-05-10
Rajma,Pulses,143.48,Local Market,National Average,All,2025-05-09
Rajma,Pulses,117.49,Wholesale Market,National Average,All,2025-05-09
Rajma,Pulses,131.15,Government Market,National Average,All,2025-05-09
Rajma,Pulses,150.41,Local Market,National Average,All,2025-05-08
Rajma,Pulses,122.94,Wholesale Market,National Average,All,2025-05-08
Rajma,Pulses,133.28,Government Market,National Average,All,2025-05-08
Rajma,Pulses,145.53,Local Market,National Average,All,2025-05-07
Rajma,Pulses,118.62,Wholesale Market,National Average,All,2025-05-07
Rajma,Pulses,133.51,Government Market,National Average,All,2025-05-07
Rajma,Pulses,144.13,Local Market,National Average,All,2025-05-06
Rajma,Pulses,118.36,Wholesale Market,National Average,All,2025-05-06
Rajma,Pulses,132.52,Government Market,National Average,All,2025-05-06
Rajma,Pulses,144.29,Local Market,National Average,All,2025-05-05
Rajma,Pulses,115.5,Wholesale Market,National Average,All,2025-05-05
Rajma,Pulses,129.73,Government Market,National Average,All,2025-05-05
Rajma,Pulses,143.18,Local Market,National Average,All,2025-05-04
Rajma,Pulses,115.71,Wholesale Market,National Average,All,2025-05-04
Rajma,Pulses,128.79,Government Market,National Average,All,2025-05-04
Rajma,Pulses,140.45,Local Market,National Average,All,2025-05-03
Rajma,Pulses,115.32,Wholesale Market,National Average,All,2025-05-03
Rajma,Pulses,126.83,Government Market,National Average,All,2025-05-03
Rajma,Pulses,139.87,Local Market,National Average,All,2025-05-02
Rajma,Pulses,115.02,Wholesale Market,National Average,All,2025-05-02
Rajma,Pulses,125.32,Government Market,National Average,All,2025-05-02
Rajma,Pulses,131.13,Local Market,National Average,All,2025-05-01
Rajma,Pulses,105.72,Wholesale Market,National Average,All,2025-05-01
Rajma,Pulses,118.11,Government Market,National Average,All,2025-05-01
Rajma,Pulses,133.26,Local Market,National Average,All,2025-04-30
Rajma,Pulses,108.16,Wholesale Market,National Average,All,2025-04-30
Rajma,Pulses,121.5,Government Market,National Average,All,2025-04-30
Rajma,Pulses,125.35,Local Market,National Average,All,2025-04-29
Rajma,Pulses,105.36,Wholesale Market,National Average,All,2025-04-29
